Name,Ticker,"Sub-Sector","Market Cap","Total revenue (Q)","PBT (Q)","PBIT (Q)","Operating and Other Expenses (Q)","Net Income (Q)","EPS (Q)","EBITDA (Q)","Total Revenue","Taxes & Other Items","Selling & Administrative Expenses","Raw Materials","Payout Ratio","Power & Fuel Cost","PBT","PBIT","Operating & Other expenses","Net Income","Interest & Other Items","Earnings Per Share","Employee Cost","EBITDA","Dividend Per Share","Depreciation & Amortization"
Dilip Buildcon Ltd,DBL,"Construction & Engineering","3577.149265515","2889.03","-7.259999999999948","120.97000000000004","2670.57","-73.16999999999996","-4.76","218.46000000000004","11090.34","102.49000000000001",,,,,"103.42000000000064","1004.7800000000007","9687.06","0.9300000000006321","901.36","-0.1",,"1403.2800000000007","0.1","398.5"
Mold-Tek Packaging Ltd,MOLDTKPAC,"Plastic Products","3570.021559005","185.53","26.91","28.22","149.09","22.990000000000002","6.94","36.44","731.3","22.290000000000003",,,"0.24590163934426232",,"102.71999999999993","106.58999999999993","594.48","80.42999999999992","3.87","24.4",,"136.81999999999994","6","30.23"
Shanthi Gears Ltd,SHANTIGEAR,"Auto Parts","3545.0395671300003","126.18","26.550000000000008","26.550000000000008","96.75","19.470000000000006","2.54","29.430000000000007","456.89","23.14","15.74","214.18","0.5720794407158841","10.32","90.18999999999994","90.55999999999995","44.06000000000003","67.04999999999994","0.37","8.74004490310496","71.15","101.43999999999994","5","10.88"
Gateway Distriparks Ltd,GATEWAY,"Logistics","3542.47479724","392.47","71.22000000000001","82.95000000000002","283.62","68.47000000000001","1.37","108.85000000000002","1448","6.3799999999999955",,,"0.4132231404958678",,"246.27999999999997","291.58","1052.48","239.89999999999998","45.3","4.84",,"395.52","2","103.94"
Sindhu Trade Links Ltd,SINDHUTRAD,"Logistics","3540.26847888","493.09","44.81999999999998","125.81999999999998","352.38","31.42999999999998","0.2","140.70999999999998","1334.53","20.17",,,"0",,"16.689999999999998","177.34","1126.03","-3.480000000000004","160.65","-0.02",,"208.5","0","31.16"
Dhanuka Agritech Ltd,DHANUKA,"Fertilizers & Agro Chemicals","3529.8133021800004","385.97","86.74000000000002","87.51000000000002","293.36","65.30000000000003","14.24","92.61000000000001","1744.98","69.22","155.18","1033.9","0.039467515203426104","2.66","302.7200000000001","305.9700000000001","103.39999999999986","233.50000000000009","3.25","50.67458616767401","126.26","323.5800000000001","2","17.61"
Lloyds Steels Industries Ltd,LSIL,"Industrial Machinery","3500.96034959","175.1","12.109999999999996","13.359999999999996","160.97","6.409999999999996","0.28","14.129999999999995","318.41","12.399999999999999","8","229.65","0.2561613414766558","1.95","49.24","53.18","5.180000000000007","36.84","3.94","0.39037896750362344","18.07","55.56","0.1","2.38"
Tasty Bite Eatables Ltd,TASTYBITE,"Packaged Foods & Meats","3490.46565","112.96","12.369999999999997","14.779999999999998","91.16","9.129999999999997","35.37","21.799999999999997","489.43","10.56",,,"0.01698802344347235",,"40.77000000000001","50.250000000000014","411.7","30.210000000000008","9.48","117.73",,"77.73000000000002","2","27.48"
National Fertilizers Ltd,NFL,"Fertilizers & Agro Chemicals","3485.559532","6444.76","-326.44999999999965","-242.81999999999965","6598.66","-235.94999999999965","-4.81","-153.89999999999964","29811.37","153.67",,,"0.1638115631691649",,"611.9999999999997","913.6399999999996","28544.89","458.3299999999997","301.64","9.34",,"1266.4799999999996","1.53","352.84"
Arvind Ltd,ARVIND,"Apparel & Accessories","3471.37896735","1907.14","113.0500000000001","151.2800000000001","1689.97","97.0000000000001","3.72","217.17000000000007","8577.01","79.16","366.64","4400.59","0.3710190434978739","618.32","483.72000000000037","675.6400000000003","1395.2399999999996","404.5600000000004","191.92","15.497856783281126","867.57","928.6500000000003","5.75","253.01"
Nocil Ltd,NOCIL,"Commodity Chemicals","3467.89712105","395.66","38.530000000000015","38.80000000000002","342.99","28.320000000000014","1.7","52.670000000000016","1622.81","52.940000000000005","62.78","911.93","0.3351156989607775","187.68","202.0900000000001","203.29000000000008","113.97999999999996","149.1500000000001","1.2","8.952132082451694","87.47","258.9700000000001","3","55.68"
Ethos Ltd,ETHOSLTD,"Precious Metals, Jewellery & Watches","3446.108428","212.79","17.75999999999998","21.23999999999998","182.08","13.289999999999981","5.85","30.70999999999998","803.59","20.38",,,"0",,"80.68000000000004","94.84000000000003","674.12","60.30000000000004","14.16","26.56",,"129.47000000000003","0","34.63"
Force Motors Ltd,FORCEMOT,"Four Wheelers","3420.8211404400004","1736.57","283.74999999999983","301.72999999999985","1372.14","146.58999999999983","111.25","364.42999999999984","5299.33","138.78",,,"0.09859016070196194",,"272.4199999999995","340.8199999999995","4717.77","133.6399999999995","68.4","101.43",,"581.5599999999995","10","240.74"
Tips Industries Ltd,TIPSINDLTD,"Movies & TV Serials","3419.35795875","53.95","27.860000000000003","27.930000000000003","25.65","18.340000000000003","1.4130494567309855","28.300000000000004","192.14","29.12",,,"0.008391784155756967",,"105.63999999999999","105.92999999999999","84.88","76.51999999999998","0.29","5.9582085372988045",,"107.25999999999999","0.05","1.33"
Nirlon Ltd,NIRLON,"Real Estate","3412.7701748","148.48","72.72","102.05","31.52","49.709999999999994","5.52","116.96","575.61","74.62",,,"1.4840182648401827",,"232.53000000000003","358.21000000000004","114.62","157.91000000000003","125.68","17.52",,"460.99","26","102.78"
Electronics Mart India Ltd,EMIL,"Home Electronics & Appliances","3401.17905608","1333.27","46.12999999999988","73.24999999999989","1236.9","36.109999999999886","0.94","96.36999999999989","5456.76","40.4",,,"0",,"163.19999999999987","261.7399999999999","5109.64","122.79999999999987","98.54","3.63",,"347.1199999999999","0","85.38"
Astra Micro Wave Products Ltd,ASTRAMICRO,"Communication & Networking","3399.5060114400003","259.4","17.949999999999967","27.579999999999966","225.55","13.519999999999968","1.56","33.849999999999966","820.98","26.11",,,"0.19851116625310172",,"95.95","126.47","670.86","69.84","30.52","8.06",,"150.12","1.6","23.65"
Bannari Amman Sugars Ltd,BANARISUG,"Sugar","3398.634891","658.78","76.48","86.88000000000001","553.41","49.93000000000001","39.81","105.37","2564.94","76.82",,,"0.10931351114997814",,"220.2199999999999","269.5399999999999","2221.36","143.39999999999992","49.32","114.35",,"343.5799999999999","12.5","74.04"
Choice International Ltd,CHOICEIN,"Investment Banking & Brokerage","3390.8714","139.55","40.27000000000002","40.27000000000002","97.91","30.310000000000016","3.04","41.640000000000015","395.18","21.57",,,"0",,"81.96000000000005","81.96000000000005","308.41999999999996","60.39000000000005",,"6.04",,"86.76000000000005","0","4.8"
Hawkins Cookers Ltd,HAWKINCOOK,"Housewares","3384.439551675","255.21","30.440000000000005","31.320000000000004","221.87","22.800000000000004","43.12","33.34","1009.95","32.13",,,"0.557911180540058",,"126.91000000000001","131.77","870.46","94.78","4.86","179.24",,"139.49","100","7.72"
Black Box Ltd,BBOX,"Software Services","3383.2778915","1682","19.449999999999932","53.72999999999993","1597.68","23.09999999999993","1.38","84.31999999999994","6309.19","5.75",,,"0",,"29.450000000000017","140.73000000000002","6060.98","23.700000000000017","111.28","1.42",,"248.21000000000004","0","107.48"
Wockhardt Ltd,WOCKPHARMA,"Pharmaceuticals","3380.4586825799997","710","-193","-117","771","-208","-14.37","-61","2773","-65",,,"0",,"-624","-322","2844","-559","302","-38.79",,"-71","0","251"
HMT Ltd,HMT,"Industrial Machinery","3377.4770502","53.74","-19.899999999999995","-2.7399999999999958","54.62","-19.899999999999995","-0.56","-0.8799999999999955","900.27","0.5700000000000001","15.32","63.08","0","12.64","532.7699999999998","607.2199999999998","97.31000000000002","532.1999999999997","74.45","14.966185195321364","94.86","617.0599999999998","0","9.84"
IFB Industries Ltd,IFBIND,"Auto Parts","3375.4183007799998","1019.44","-5.779999999999966","1.900000000000034","983.73","-9.939999999999966","-2.45","35.710000000000036","5276.27","17.24","1599.71","2593.35","0","44.03","32.18000000000067","65.39000000000067","447.21999999999946","14.94000000000067","33.21","3.6871776742824904","405.07","186.89000000000067","0","121.5"
Electrosteel Castings Ltd,ELECTCAST,"Building Products - Pipes","3368.438724255","1908.66","121.07000000000001","198.31","1679.67","89.43","1.5","228.99","7360.43","99.60000000000001",,,"0.16949152542372883",,"415.40000000000066","701.2900000000006","6537.94","315.80000000000064","285.89","5.31",,"822.4900000000007","0.9","121.2"
Sudarshan Chemical Industries Ltd,SUDARSCHEM,"Diversified Chemicals","3364.09821375","692.72","40.64999999999999","55.69999999999999","606.46","32.57999999999999","4.7","86.25999999999999","2306.52","14.98",,,"0.23076923076923078",,"59.72999999999983","101.19999999999983","2091.09","44.74999999999983","41.47","6.5",,"215.42999999999984","1.5","114.23"
Sandur Manganese and Iron Ores Ltd,SANDUMA,"Mining - Diversified","3350.07234315","624.46","228.87000000000003","235.77000000000004","372.43","173.89000000000004","64.39","252.03000000000003","2185.01","88.71999999999998",,,"0.04939247258717771",,"359.5100000000001","387.3600000000001","1733.39","270.79000000000013","27.85","101.23",,"451.6200000000001","5","64.26"
Dish TV India Ltd,DISHTV,"Cable & D2H","3341.87991951","513.28","-2141.3399999999997","-2084.3199999999997","2397.39","-1720.6199999999997","-8.94","-1884.11","2295.05","-404.58",,,"0",,"-2088.12","-1810.1399999999999","3256.09","-1683.54","277.98","-8.75",,"-961.04","0","849.1"
Indiabulls Real Estate Ltd,IBREALEST,"Real Estate","3335.729415615","132.91","-372.56","-371.88","501.89","-375.99","-6.94","-368.98","648.47","45.71",,,"0",,"-562.6699999999998","-535.0299999999999","1171.37","-608.3799999999999","27.64","-11.29",,"-522.8999999999999","0","12.13"
Automotive Axles Ltd,AUTOAXLES,"Auto Parts","3326.90129625","694.3","68.02999999999997","68.64999999999998","615.28","50.809999999999974","33.62","79.01999999999998","2328.62","56.06999999999999","57.65","1675.15","0.29848972285661407","32.65","218.07999999999984","220.99999999999983","173.79000000000002","162.00999999999985","2.92","107.20637110635761","127.01","262.36999999999983","32","41.37"
Welspun Enterprises Ltd,WELENT,"Construction & Engineering","3292.82481752","976.41","171.58999999999997","208.09999999999997","764.37","141.47999999999996","9.45","212.03999999999996","3426.26","60.309999999999995",,,"0.1763485477178423",,"783.0600000000001","901.82","2511.34","722.7500000000001","118.76","48.2",,"914.9200000000001","8.5","13.1"
Kirloskar Industries Ltd,KIRLOSIND,"Investment Banking & Brokerage","3290.146865865","1592.09","164.57999999999996","164.57999999999996","1378.79","43.86999999999996","44.43","213.29999999999995","6535.99","433.51",,,"0.048142150641165914",,"657.820000000001","657.820000000001","5702.319999999999","224.31000000000097",,"228.49",,"833.670000000001","11","175.85"
PTC India Ltd,PTC,"Power Trading & Consultancy","3262.01169742","3643.02","171.05000000000013","309.0500000000001","3308.68","116.59000000000012","3.94","334.34000000000015","16002.51","234.76999999999998",,,"0.5182724252491694",,"680.3700000000005","1279.9900000000005","14620.99","445.6000000000005","599.62","15.05",,"1381.5200000000004","7.8","101.53"
Tarsons Products Ltd,TARSONS,"Health Care Equipment & Supplies","3249.041549265","84.22","31.080000000000005","33.150000000000006","42.8","22.820000000000007","4.29","41.42","295.18","28.009999999999998","17.24","80.71","0","9.89","108.71000000000005","113.18000000000005","11.579999999999993","80.70000000000005","4.47","15.167382211885856","34.07","141.69000000000005","0","28.51"
Raj Rayon Industries Ltd,RAJRILTD,"Textiles","3244.741358325","110.37","-3.0199999999999916","-1.8299999999999916","108.77","-2.8599999999999914","-0.05","1.6000000000000085","137.67","-0.16",,,"0",,"-12.540000000000003","-11.240000000000002","135.45","-12.380000000000003","1.3","-0.22",,"2.219999999999999","0","13.46"
Ganesh Housing Corp Ltd,GANESHHOUC,"Real Estate","3234.5852211","183.01","102.37999999999998","104.02999999999999","78.19","46.49999999999998","4.73","104.82","620.82","139.98",,,"0.19591836734693877",,"240.06000000000006","253.54000000000005","364.56","100.08000000000007","13.48","12.25",,"256.26000000000005","2.4","2.72"
Wonderla Holidays Ltd,WONDERLA,"Theme Parks & Gaming","3224.9620495950003","112.63","47.22","47.379999999999995","56.27","35.04","6.2","56.35999999999999","452.42","50.21000000000001",,,"0.094948727687049",,"199.11","199.45000000000002","217.74","148.9","0.34","26.33",,"234.68","2.5","35.23"
Gokaldas Exports Ltd,GOKEX,"Apparel & Accessories","3198.8388085","530.12","50.75000000000001","58.18000000000001","452.94","47.18000000000001","7.79","77.18","2253.28","31.42",,,"0.03496503496503496",,"204.39000000000013","230.11000000000013","1951.42","172.97000000000014","25.72","28.6",,"301.8600000000001","1","71.75"
Ikio Lighting Ltd,IKIO,"Electrical Components & Equipments","3195.170582845",,,,,,,,"334","18.959999999999997","24.36","209.63","0","3.55","69.46999999999998","74.47999999999999","-11.95999999999998","50.50999999999999","5.01","20.203999999999997","28.86","79.55999999999999","0","5.08"
Patel Engineering Ltd,PATELENG,"Construction & Engineering","3181.77930816","1333.13","85.56000000000009","191.5900000000001","1117.47","84.80000000000008","1.56","215.66000000000008","4322.32","49.209999999999994",,,"0",,"232.68999999999988","651.1099999999999","3577.91","183.4799999999999","418.42","3.19",,"744.4099999999999","0","93.3"
Greaves Cotton Ltd,GREAVESCOT,"Industrial Machinery","3180.71957499","850.7","42.59000000000005","43.74000000000005","791.76","26.650000000000055","1.15","58.940000000000055","2766.59","34.779999999999994",,,"0.141287284144427",,"112.81000000000029","124.50000000000028","2585.41","78.03000000000029","11.69","6.37",,"181.1800000000003","0.9","56.68"
Advanced Enzyme Technologies Ltd,ADVENZYMES,"Specialty Chemicals","3169.653405875","149.79","42.099999999999994","42.709999999999994","98.63","32.129999999999995","2.87","51.16","321.34","18.75","32.37","121.43","0","19.58","74.27999999999994","74.60999999999994","21.650000000000023","55.529999999999944","0.33","4.966355468256528","41.42","84.88999999999994",,"10.28"
Tata Steel Long Products Ltd,TATASTLLP,"Iron & Steel","3168.9515","3072.46","-535.2099999999998","-184.05999999999986","3057.85","-501.6299999999998","-111.22","14.610000000000127","8098.53","55.87","575.61","5468.8","0","376.01","-1029.6200000000006","357.37999999999937","755.58","-1085.4900000000005","1387","-240.68514412416863","217.49","705.0399999999994","0","347.66"
West Coast Paper Mills Ltd,WSTCSTPAPR,"Paper Products","3146.56997712","1383.17","444.44000000000005","454.8500000000001","880.36","278.2300000000001","42.13","502.81000000000006","4998.33","535.86",,,"0.07011639321273314",,"1477.83","1514.8999999999999","3293.96","941.9699999999999","37.07","142.62",,"1704.37","10","189.47"
Va Tech Wabag Ltd,WABAG,"Water Management","3145.2808961","938.29","-141.83999999999997","-125.66999999999999","1061.81","-111.09999999999997","-17.63","-123.51999999999998","3023.33","3.9799999999999986",,,"0",,"16.830000000000055","82.63000000000005","2931.89","12.850000000000056","65.8","5.76",,"91.44000000000005","0","8.81"
Kaveri Seed Company Ltd,KSCL,"Seeds","3139.4067161400003","81.66","-14.250000000000004","-14.200000000000003","90.36","-15.490000000000004","2.25","-8.700000000000003","1125.26","14.17",,,"0.08352474420547087",,"285.89","286.08","818.63","271.71999999999997","0.19","47.89",,"306.63","4","20.55"
Maithan Alloys Ltd,MAITHANALL,"Iron & Steel","3129.34606725","577.39","126.18","127.56","444.77","98.14","33.69","132.62","3059.88","137.73",,,"0.03500379207747506",,"636.8","639.04","2400.63","499.06999999999994","2.24","171.41",,"659.25","6","20.21"
Saksoft Ltd,SAKSOFT,"IT Services & Consulting","3119.356632","182.73","29.869999999999997","30.459999999999997","149.54","24.99","2.49","33.19","675.03","23.46",,,"0.04278728606356968",,"105.43999999999991","107.61999999999992","557.45","81.9799999999999","2.18","8.18",,"117.57999999999993","0.35","9.96"
DB Corp Ltd,DBCORP,"Publishing","3107.92682772","544.63","53.620000000000005","59.290000000000006","455.7","41.03","2.31","88.93","2168.25","58.769999999999996",,,"0.6295907660020986",,"227.8500000000001","249.1300000000001","1807.1","169.0800000000001","21.28","9.53",,"361.1500000000001","6","112.02"
